"Club_A","Club_B","Result_A","Result_B","Winner","Elo_A","Elo_B","Round","Stage","Penalty","seed"
"Inter","Midtjylland",5,3,"Inter",1933.2421875,1595.68408203,1,"Knockout","",78
"Bayern","Rakow",3,1,"Bayern",1918.99780273,1536.67834473,1,"Knockout","",78
"Atletico","Fiorentina",3,2,"Atletico",1855.34960938,1756.97180176,1,"Knockout","",78
"Leverkusen","Ferencvaros",6,0,"Leverkusen",1848.78601074,1499.69836426,1,"Knockout","",78
"Atalanta","Nice",1,2,"Nice",1842.22375488,1720.62438965,1,"Knockout","",78
"Crystal Palace","Hammarby",4,0,"Crystal Palace",1835.04040527,1522.63391113,1,"Knockout","",78
"Roma","Stuttgart",5,4,"Roma",1819.65991211,1719.31469727,1,"Knockout","",78
"Dortmund","Razgrad",6,0,"Dortmund",1818.35009766,1472.64929199,1,"Knockout","",78
"PSV","Ajax",1,2,"Ajax",1797.03527832,1663.94873047,1,"Knockout","",78
"Benfica","CFR Cluj",4,0,"Benfica",1791.48046875,1478.15344238,1,"Knockout","",78
"Sporting","Bayern",3,4,"Bayern",1788.60021973,1918.99780273,2,"Knockout","",78
"Liverpool","Benfica",0,2,"Benfica",1993.41796875,1791.48046875,2,"Knockout","",78
"Nice","Crystal Palace",3,5,"Crystal Palace",1720.62438965,1835.04040527,2,"Knockout","",78
"Arsenal","Ajax",6,1,"Arsenal",1993.3404541,1663.94873047,2,"Knockout","",78
"Inter","Leverkusen",2,3,"Leverkusen",1933.2421875,1848.78601074,2,"Knockout","",78
"Man City","Galatasaray",5,1,"Man City",1959.94421387,1701.14611816,2,"Knockout","",78
"Dortmund","Roma",0,2,"Roma",1818.35009766,1819.65991211,2,"Knockout","",78
"Atletico","Brugge",4,2,"Atletico",1855.34960938,1747.07775879,2,"Knockout","",78
"Atletico","Man City",0,4,"Man City",1855.34960938,1959.94421387,3,"Knockout","",78
"Arsenal","Leverkusen",4,3,"Arsenal",1993.3404541,1848.78601074,3,"Knockout","",78
"Roma","Crystal Palace",2,3,"Crystal Palace",1819.65991211,1835.04040527,3,"Knockout","",78
"Benfica","Bayern",4,3,"Benfica",1791.48046875,1918.99780273,3,"Knockout","",78
"Crystal Palace","Benfica",1,4,"Benfica",1835.04040527,1791.48046875,4,"Knockout","",78
"Man City","Arsenal",1,2,"Arsenal",1959.94421387,1993.3404541,4,"Knockout","",78
"Benfica","Arsenal",2,5,"Arsenal",1791.48046875,1993.3404541,5,"Knockout","",78
"Liverpool","Midtjylland",5,0,"Liverpool",1993.41796875,1595.68408203,1,"Knockout","",79
"Arsenal","Lille",2,1,"Arsenal",1993.3404541,1782.04833984,1,"Knockout","",79
"Paris SG","Sporting",4.2,4,"Paris SG",1974.93762207,1788.60021973,1,"Knockout","Penalty",79
"Man City","St Gillis",6,1,"Man City",1959.94421387,1730.55700684,1,"Knockout","",79
"Barcelona","Bodoe Glimt",5,0,"Barcelona",1945.43041992,1616.89807129,1,"Knockout","",79
"Real Madrid","Bologna",4,3,"Real Madrid",1936.12731934,1750.82434082,1,"Knockout","",79
"Inter","Celtic",4,0,"Inter",1933.2421875,1662.38671875,1,"Knockout","",79
"Bayern","Frankfurt",5,2,"Bayern",1918.99780273,1745.75793457,1,"Knockout","",79
"Chelsea","Razgrad",6,1,"Chelsea",1902.8013916,1472.64929199,1,"Knockout","",79
"Atletico","Mainz",4,5,"Mainz",1855.34960938,1706.18273926,1,"Knockout","",79
"Leverkusen","Feyenoord",5.2,5,"Leverkusen",1848.78601074,1738.36352539,1,"Knockout","Penalty",79
"Napoli","Nice",4,1,"Napoli",1838.37182617,1720.62438965,1,"Knockout","",79
"Juventus","Zenit",3,2,"Juventus",1805.84667969,1654.94470215,1,"Knockout","",79
"PSV","Celje",7,0,"PSV",1797.03527832,1379.47290039,1,"Knockout","",79
"Benfica","Brugge",3,2,"Benfica",1791.48046875,1747.07775879,1,"Knockout","",79
"Bilbao","Dynamo Kyiv",3,1,"Bilbao",1789.30895996,1507.01538086,1,"Knockout","",79
"Napoli","Inter",1,3,"Inter",1838.37182617,1933.2421875,2,"Knockout","",79
"Real Madrid","Man City",3,2,"Real Madrid",1936.12731934,1959.94421387,2,"Knockout","",79
"Chelsea","Benfica",3,6,"Benfica",1902.8013916,1791.48046875,2,"Knockout","",79
"Mainz","Bilbao",2,3,"Bilbao",1706.18273926,1789.30895996,2,"Knockout","",79
"PSV","Juventus",1,5,"Juventus",1797.03527832,1805.84667969,2,"Knockout","",79
"Barcelona","Liverpool",3,5,"Liverpool",1945.43041992,1993.41796875,2,"Knockout","",79
"Bayern","Leverkusen",3.2,3,"Bayern",1918.99780273,1848.78601074,2,"Knockout","Penalty",79
"Arsenal","Paris SG",2,4,"Paris SG",1993.3404541,1974.93762207,2,"Knockout","",79
"Juventus","Benfica",3,1,"Juventus",1805.84667969,1791.48046875,3,"Knockout","",79
"Liverpool","Real Madrid",5,3,"Liverpool",1993.41796875,1936.12731934,3,"Knockout","",79
"Paris SG","Bilbao",2,1,"Paris SG",1974.93762207,1789.30895996,3,"Knockout","",79
"Bayern","Inter",4.2,4,"Bayern",1918.99780273,1933.2421875,3,"Knockout","Penalty",79
"Liverpool","Bayern",4.2,4,"Liverpool",1993.41796875,1918.99780273,4,"Knockout","Penalty",79
"Juventus","Paris SG",4,2,"Juventus",1805.84667969,1974.93762207,4,"Knockout","",79
"Juventus","Liverpool",3.2,3,"Juventus",1805.84667969,1993.41796875,5,"Knockout","Penalty",79
"Liverpool","Feyenoord",5,3,"Liverpool",1993.41796875,1738.36352539,1,"Knockout","",80
"Arsenal","Stuttgart",1,7,"Stuttgart",1993.3404541,1719.31469727,1,"Knockout","",80
"Paris SG","Puskas Akademia",5,0,"Paris SG",1974.93762207,1423.1427002,1,"Knockout","",80
"Man City","Lyon",2,0,"Man City",1959.94421387,1744.62866211,1,"Knockout","",80
"Barcelona","Brugge",3,4,"Brugge",1945.43041992,1747.07775879,1,"Knockout","",80
"Real Madrid","Frankfurt",1,0,"Real Madrid",1936.12731934,1745.75793457,1,"Knockout","",80
"Inter","Midtjylland",4,1,"Inter",1933.2421875,1595.68408203,1,"Knockout","",80
"Bayern","Celtic",4,2,"Bayern",1918.99780273,1662.38671875,1,"Knockout","",80
"Newcastle","Villarreal",4,5,"Villarreal",1868.55273438,1785.54626465,1,"Knockout","",80
"Atletico","St Gillis",0,3,"St Gillis",1855.34960938,1730.55700684,1,"Knockout","",80
"Napoli","Lille",1,5,"Lille",1838.37182617,1782.04833984,1,"Knockout","",80
"Roma","Servette",7,0,"Roma",1819.65991211,1468.03637695,1,"Knockout","",80
"Juventus","Werder",3.2,3,"Juventus",1805.84667969,1677.4543457,1,"Knockout","Penalty",80
"PSV","Slavia Praha",4,2,"PSV",1797.03527832,1694.71618652,1,"Knockout","",80
"Benfica","Fenerbahce",4,2,"Benfica",1791.48046875,1673.91918945,1,"Knockout","",80
"Sporting","Rakow",2,4,"Rakow",1788.60021973,1536.67834473,1,"Knockout","",80
"Stuttgart","Paris SG",0,1,"Paris SG",1719.31469727,1974.93762207,2,"Knockout","",80
"Villarreal","St Gillis",6,2,"Villarreal",1785.54626465,1730.55700684,2,"Knockout","",80
"Brugge","Real Madrid",2,3,"Real Madrid",1747.07775879,1936.12731934,2,"Knockout","",80
"Rakow","PSV",2,4,"PSV",1536.67834473,1797.03527832,2,"Knockout","",80
"Juventus","Benfica",4,2,"Juventus",1805.84667969,1791.48046875,2,"Knockout","",80
"Man City","Inter",3,5,"Inter",1959.94421387,1933.2421875,2,"Knockout","",80
"Roma","Lille",1,7,"Lille",1819.65991211,1782.04833984,2,"Knockout","",80
"Liverpool","Bayern",1,3,"Bayern",1993.41796875,1918.99780273,2,"Knockout","",80
"Paris SG","PSV",8,3,"Paris SG",1974.93762207,1797.03527832,3,"Knockout","",80
"Villarreal","Real Madrid",2,6,"Real Madrid",1785.54626465,1936.12731934,3,"Knockout","",80
"Lille","Juventus",4,0,"Lille",1782.04833984,1805.84667969,3,"Knockout","",80
"Bayern","Inter",6,4,"Bayern",1918.99780273,1933.2421875,3,"Knockout","",80
"Bayern","Lille",2,0,"Bayern",1918.99780273,1782.04833984,4,"Knockout","",80
"Paris SG","Real Madrid",5,1,"Paris SG",1974.93762207,1936.12731934,4,"Knockout","",80
"Bayern","Paris SG",4,2,"Bayern",1918.99780273,1974.93762207,5,"Knockout","",80
"Liverpool","Celtic",5,1,"Liverpool",1993.41796875,1662.38671875,1,"Knockout","",81
"Arsenal","Feyenoord",5,1,"Arsenal",1993.3404541,1738.36352539,1,"Knockout","",81
"Paris SG","Shakhtar",5,0,"Paris SG",1974.93762207,1531.97888184,1,"Knockout","",81
"Man City","St Gillis",6,3,"Man City",1959.94421387,1730.55700684,1,"Knockout","",81
"Barcelona","CFR Cluj",7,2,"Barcelona",1945.43041992,1478.15344238,1,"Knockout","",81
"Real Madrid","Lyon",6,1,"Real Madrid",1936.12731934,1744.62866211,1,"Knockout","",81
"Inter","Hoffenheim",7,2,"Inter",1933.2421875,1605.84057617,1,"Knockout","",81
"Bayern","Olimpija Ljubljana",5,0,"Bayern",1918.99780273,1426.41101074,1,"Knockout","",81
"Chelsea","Monaco",5,3,"Chelsea",1902.8013916,1762.12561035,1,"Knockout","",81
"Atletico","Stuttgart",3,3.2,"Stuttgart",1855.34960938,1719.31469727,1,"Knockout","Penalty",81
"Atalanta","Villarreal",5,2,"Atalanta",1842.22375488,1785.54626465,1,"Knockout","",81
"Napoli","Brugge",2,2.2,"Brugge",1838.37182617,1747.07775879,1,"Knockout","Penalty",81
"Juventus","Lech",4,1,"Juventus",1805.84667969,1532.71276855,1,"Knockout","",81
"PSV","Galatasaray",7,2,"PSV",1797.03527832,1701.14611816,1,"Knockout","",81
"Benfica","Frankfurt",3,2,"Benfica",1791.48046875,1745.75793457,1,"Knockout","",81
"Sporting","M Tel Aviv",3,1,"Sporting",1788.60021973,1552.51538086,1,"Knockout","",81
"Man City","Arsenal",0,5,"Arsenal",1959.94421387,1993.3404541,2,"Knockout","",81
"Real Madrid","Paris SG",0,3,"Paris SG",1936.12731934,1974.93762207,2,"Knockout","",81
"Atalanta","Chelsea",1,4,"Chelsea",1842.22375488,1902.8013916,2,"Knockout","",81
"Sporting","PSV",0,4,"PSV",1788.60021973,1797.03527832,2,"Knockout","",81
"Juventus","Stuttgart",4,3,"Juventus",1805.84667969,1719.31469727,2,"Knockout","",81
"Brugge","Inter",1,5,"Inter",1747.07775879,1933.2421875,2,"Knockout","",81
"Bayern","Benfica",3,7,"Benfica",1918.99780273,1791.48046875,2,"Knockout","",81
"Liverpool","Barcelona",4,5,"Barcelona",1993.41796875,1945.43041992,2,"Knockout","",81
"Benfica","PSV",2,5,"PSV",1791.48046875,1797.03527832,3,"Knockout","",81
"Inter","Juventus",4,1,"Inter",1933.2421875,1805.84667969,3,"Knockout","",81
"Paris SG","Chelsea",5,1,"Paris SG",1974.93762207,1902.8013916,3,"Knockout","",81
"Barcelona","Arsenal",3.2,3,"Barcelona",1945.43041992,1993.3404541,3,"Knockout","Penalty",81
"Paris SG","Barcelona",6,1,"Paris SG",1974.93762207,1945.43041992,4,"Knockout","",81
"PSV","Inter",3,3.2,"Inter",1797.03527832,1933.2421875,4,"Knockout","Penalty",81
"Inter","Paris SG",2,4,"Paris SG",1933.2421875,1974.93762207,5,"Knockout","",81
"Liverpool","Feyenoord",4,3,"Liverpool",1993.41796875,1738.36352539,1,"Knockout","",82
"Arsenal","Betis",4,2,"Arsenal",1993.3404541,1742.14355469,1,"Knockout","",82
"Paris SG","St Gillis",3,1,"Paris SG",1974.93762207,1730.55700684,1,"Knockout","",82
"Man City","M Tel Aviv",6,2,"Man City",1959.94421387,1552.51538086,1,"Knockout","",82
"Barcelona","Frankfurt",3.2,3,"Barcelona",1945.43041992,1745.75793457,1,"Knockout","Penalty",82
"Real Madrid","Brugge",1,4,"Brugge",1936.12731934,1747.07775879,1,"Knockout","",82
"Inter","Sporting",1,4,"Sporting",1933.2421875,1788.60021973,1,"Knockout","",82
"Bayern","Razgrad",7,0,"Bayern",1918.99780273,1472.64929199,1,"Knockout","",82
"Chelsea","Olympiakos",5,3,"Chelsea",1902.8013916,1670.36560059,1,"Knockout","",82
"Atletico","Karabakh Agdam",5,3,"Atletico",1855.34960938,1500.27087402,1,"Knockout","",82
"Leverkusen","Benfica",1,2,"Benfica",1848.78601074,1791.48046875,1,"Knockout","",82
"Atalanta","Celtic",5,5.2,"Celtic",1842.22375488,1662.38671875,1,"Knockout","Penalty",82
"Roma","Young Boys",4,2,"Roma",1819.65991211,1498.67150879,1,"Knockout","",82
"Dortmund","Lille",0,0.2,"Lille",1818.35009766,1782.04833984,1,"Knockout","Penalty",82
"Juventus","Rakow",5,4,"Juventus",1805.84667969,1536.67834473,1,"Knockout","",82
"PSV","Monaco",6,3,"PSV",1797.03527832,1762.12561035,1,"Knockout","",82
"Brugge","Man City",2,4,"Man City",1747.07775879,1959.94421387,2,"Knockout","",82
"PSV","Benfica",1,5,"Benfica",1797.03527832,1791.48046875,2,"Knockout","",82
"Celtic","Barcelona",1,6,"Barcelona",1662.38671875,1945.43041992,2,"Knockout","",82
"Juventus","Atletico",2,6,"Atletico",1805.84667969,1855.34960938,2,"Knockout","",82
"Paris SG","Chelsea",4,5,"Chelsea",1974.93762207,1902.8013916,2,"Knockout","",82
"Arsenal","Sporting",6,4,"Arsenal",1993.3404541,1788.60021973,2,"Knockout","",82
"Liverpool","Roma",4,2,"Liverpool",1993.41796875,1819.65991211,2,"Knockout","",82
"Lille","Bayern",3,4,"Bayern",1782.04833984,1918.99780273,2,"Knockout","",82
"Barcelona","Benfica",4.2,4,"Barcelona",1945.43041992,1791.48046875,3,"Knockout","Penalty",82
"Liverpool","Bayern",1,1.2,"Bayern",1993.41796875,1918.99780273,3,"Knockout","Penalty",82
"Arsenal","Atletico",5,4,"Arsenal",1993.3404541,1855.34960938,3,"Knockout","",82
"Chelsea","Man City",2,5,"Man City",1902.8013916,1959.94421387,3,"Knockout","",82
"Man City","Barcelona",5,0,"Man City",1959.94421387,1945.43041992,4,"Knockout","",82
"Arsenal","Bayern",6,5,"Arsenal",1993.3404541,1918.99780273,4,"Knockout","",82
"Arsenal","Man City",2,1,"Arsenal",1993.3404541,1959.94421387,5,"Knockout","",82
"Arsenal","Olimpija Ljubljana",7,1,"Arsenal",1993.3404541,1426.41101074,1,"Knockout","",83
"Paris SG","Steaua",7,0,"Paris SG",1974.93762207,1555.09423828,1,"Knockout","",83
"Man City","Young Boys",7,0,"Man City",1959.94421387,1498.67150879,1,"Knockout","",83
"Barcelona","Ferencvaros",4,0,"Barcelona",1945.43041992,1499.69836426,1,"Knockout","",83
"Real Madrid","Marseille",4,3,"Real Madrid",1936.12731934,1756.52758789,1,"Knockout","",83
"Inter","Freiburg",2,1,"Inter",1933.2421875,1684.3404541,1,"Knockout","",83
"Bayern","Sporting",3,3.2,"Sporting",1918.99780273,1788.60021973,1,"Knockout","Penalty",83
"Chelsea","Osasuna",6,2,"Chelsea",1902.8013916,1697.22412109,1,"Knockout","",83
"Atletico","Feyenoord",2.2,2,"Atletico",1855.34960938,1738.36352539,1,"Knockout","Penalty",83
"Leverkusen","Celtic",4,6,"Celtic",1848.78601074,1662.38671875,1,"Knockout","",83
"Napoli","Milan",4,2,"Napoli",1838.37182617,1786.90795898,1,"Knockout","",83
"Brighton","St Gillis",1,3,"St Gillis",1827.12927246,1730.55700684,1,"Knockout","",83
"Roma","Elfsborg",2,2.2,"Elfsborg",1819.65991211,1522.04467773,1,"Knockout","Penalty",83
"Dortmund","Dinamo Zagreb",4,2,"Dortmund",1818.35009766,1527.02502441,1,"Knockout","",83
"PSV","Brugge",5,4,"PSV",1797.03527832,1747.07775879,1,"Knockout","",83
"Benfica","Monaco",6,3,"Benfica",1791.48046875,1762.12561035,1,"Knockout","",83
"Celtic","Paris SG",1.2,1,"Celtic",1662.38671875,1974.93762207,2,"Knockout","Penalty",83
"Benfica","Chelsea",4,1,"Benfica",1791.48046875,1902.8013916,2,"Knockout","",83
"St Gillis","Napoli",3,4,"Napoli",1730.55700684,1838.37182617,2,"Knockout","",83
"Inter","PSV",3,1,"Inter",1933.2421875,1797.03527832,2,"Knockout","",83
"Real Madrid","Dortmund",5,1,"Real Madrid",1936.12731934,1818.35009766,2,"Knockout","",83
"Atletico","Man City",2,3,"Man City",1855.34960938,1959.94421387,2,"Knockout","",83
"Arsenal","Sporting",2,1,"Arsenal",1993.3404541,1788.60021973,2,"Knockout","",83
"Elfsborg","Barcelona",0,7,"Barcelona",1522.04467773,1945.43041992,2,"Knockout","",83
"Benfica","Man City",1,6,"Man City",1791.48046875,1959.94421387,3,"Knockout","",83
"Real Madrid","Arsenal",3,3.2,"Arsenal",1936.12731934,1993.3404541,3,"Knockout","Penalty",83
"Napoli","Barcelona",1,2,"Barcelona",1838.37182617,1945.43041992,3,"Knockout","",83
"Celtic","Inter",3,4,"Inter",1662.38671875,1933.2421875,3,"Knockout","",83
"Barcelona","Man City",0,3,"Man City",1945.43041992,1959.94421387,4,"Knockout","",83
"Arsenal","Inter",3,2,"Arsenal",1993.3404541,1933.2421875,4,"Knockout","",83
"Man City","Arsenal",4.2,4,"Man City",1959.94421387,1993.3404541,5,"Knockout","Penalty",83
"Arsenal","Sporting",4,3,"Arsenal",1993.3404541,1788.60021973,1,"Knockout","",84
"Paris SG","Malmoe",6,0,"Paris SG",1974.93762207,1521.03540039,1,"Knockout","",84
"Man City","M Tel Aviv",9,0,"Man City",1959.94421387,1552.51538086,1,"Knockout","",84
"Barcelona","Monaco",5,2,"Barcelona",1945.43041992,1762.12561035,1,"Knockout","",84
"Real Madrid","Galatasaray",6,3,"Real Madrid",1936.12731934,1701.14611816,1,"Knockout","",84
"Inter","Bodoe Glimt",3,2,"Inter",1933.2421875,1616.89807129,1,"Knockout","",84
"Bayern","Marseille",5,2,"Bayern",1918.99780273,1756.52758789,1,"Knockout","",84
"Chelsea","Brugge",6,5,"Chelsea",1902.8013916,1747.07775879,1,"Knockout","",84
"Atletico","Wolfsberg",4,1,"Atletico",1855.34960938,1480.16235352,1,"Knockout","",84
"Leverkusen","Bilbao",4,1,"Leverkusen",1848.78601074,1789.30895996,1,"Knockout","",84
"Napoli","Frankfurt",1,3,"Frankfurt",1838.37182617,1745.75793457,1,"Knockout","",84
"Roma","St Gillis",4,0,"Roma",1819.65991211,1730.55700684,1,"Knockout","",84
"Dortmund","Dynamo Kyiv",8,1,"Dortmund",1818.35009766,1507.01538086,1,"Knockout","",84
"Bournemouth","Ajax",2,1,"Bournemouth",1808.09545898,1663.94873047,1,"Knockout","",84
"Juventus","Benfica",1,1.2,"Benfica",1805.84667969,1791.48046875,1,"Knockout","Penalty",84
"PSV","Steaua",3,5,"Steaua",1797.03527832,1555.09423828,1,"Knockout","",84
"Man City","Frankfurt",4,5,"Frankfurt",1959.94421387,1745.75793457,2,"Knockout","",84
"Real Madrid","Steaua",3,2,"Real Madrid",1936.12731934,1555.09423828,2,"Knockout","",84
"Barcelona","Atletico",6,1,"Barcelona",1945.43041992,1855.34960938,2,"Knockout","",84
"Leverkusen","Roma",1,5,"Roma",1848.78601074,1819.65991211,2,"Knockout","",84
"Benfica","Dortmund",4,2,"Benfica",1791.48046875,1818.35009766,2,"Knockout","",84
"Bayern","Chelsea",4,3,"Bayern",1918.99780273,1902.8013916,2,"Knockout","",84
"Inter","Bournemouth",1,4,"Bournemouth",1933.2421875,1808.09545898,2,"Knockout","",84
"Arsenal","Paris SG",5,1,"Arsenal",1993.3404541,1974.93762207,2,"Knockout","",84
"Benfica","Real Madrid",0,2,"Real Madrid",1791.48046875,1936.12731934,3,"Knockout","",84
"Bayern","Frankfurt",5,5.2,"Frankfurt",1918.99780273,1745.75793457,3,"Knockout","Penalty",84
"Arsenal","Roma",0,2,"Roma",1993.3404541,1819.65991211,3,"Knockout","",84
"Bournemouth","Barcelona",4,3,"Bournemouth",1808.09545898,1945.43041992,3,"Knockout","",84
"Bournemouth","Real Madrid",2,3,"Real Madrid",1808.09545898,1936.12731934,4,"Knockout","",84
"Frankfurt","Roma",3,3.2,"Roma",1745.75793457,1819.65991211,4,"Knockout","Penalty",84
"Real Madrid","Roma",3,2,"Real Madrid",1936.12731934,1819.65991211,5,"Knockout","",84
"Liverpool","Betis",2.2,2,"Liverpool",1993.41796875,1742.14355469,1,"Knockout","Penalty",85
"Arsenal","Frankfurt",3,2,"Arsenal",1993.3404541,1745.75793457,1,"Knockout","",85
"Paris SG","Basel",5,0,"Paris SG",1974.93762207,1523.00378418,1,"Knockout","",85
"Man City","Wolfsburg",5,2,"Man City",1959.94421387,1645.72412109,1,"Knockout","",85
"Barcelona","Ferencvaros",6,0,"Barcelona",1945.43041992,1499.69836426,1,"Knockout","",85
"Real Madrid","Genk",4,2,"Real Madrid",1936.12731934,1634.98864746,1,"Knockout","",85
"Inter","Bodoe Glimt",3,1,"Inter",1933.2421875,1616.89807129,1,"Knockout","",85
"Bayern","Brugge",4,7,"Brugge",1918.99780273,1747.07775879,1,"Knockout","",85
"Newcastle","Milan",4,3,"Newcastle",1868.55273438,1786.90795898,1,"Knockout","",85
"Atletico","Feyenoord",5.2,5,"Atletico",1855.34960938,1738.36352539,1,"Knockout","Penalty",85
"Leverkusen","Galatasaray",4,1,"Leverkusen",1848.78601074,1701.14611816,1,"Knockout","",85
"Napoli","Ruzomberok",2,0,"Napoli",1838.37182617,1369.51293945,1,"Knockout","",85
"Juventus","Istra 1961",5,0,"Juventus",1805.84667969,1362.64489746,1,"Knockout","",85
"PSV","Lyon",3,1,"PSV",1797.03527832,1744.62866211,1,"Knockout","",85
"Benfica","Marseille",1,2,"Marseille",1791.48046875,1756.52758789,1,"Knockout","",85
"Sporting","FC Krasnodar",4.2,4,"Sporting",1788.60021973,1614.2935791,1,"Knockout","Penalty",85
"Sporting","Paris SG",2,5,"Paris SG",1788.60021973,1974.93762207,2,"Knockout","",85
"Inter","Man City",0,4,"Man City",1933.2421875,1959.94421387,2,"Knockout","",85
"Napoli","Juventus",2,0,"Napoli",1838.37182617,1805.84667969,2,"Knockout","",85
"PSV","Brugge",3,5,"Brugge",1797.03527832,1747.07775879,2,"Knockout","",85
"Arsenal","Barcelona",6,4,"Arsenal",1993.3404541,1945.43041992,2,"Knockout","",85
"Liverpool","Leverkusen",6,4,"Liverpool",1993.41796875,1848.78601074,2,"Knockout","",85
"Real Madrid","Marseille",1.2,1,"Real Madrid",1936.12731934,1756.52758789,2,"Knockout","Penalty",85
"Newcastle","Atletico",3,3.2,"Atletico",1868.55273438,1855.34960938,2,"Knockout","Penalty",85
"Paris SG","Brugge",5,0,"Paris SG",1974.93762207,1747.07775879,3,"Knockout","",85
"Real Madrid","Arsenal",2,1,"Real Madrid",1936.12731934,1993.3404541,3,"Knockout","",85
"Napoli","Atletico",4,5,"Atletico",1838.37182617,1855.34960938,3,"Knockout","",85
"Man City","Liverpool",3,2,"Man City",1959.94421387,1993.41796875,3,"Knockout","",85
"Real Madrid","Man City",3,4,"Man City",1936.12731934,1959.94421387,4,"Knockout","",85
"Atletico","Paris SG",1,2,"Paris SG",1855.34960938,1974.93762207,4,"Knockout","",85
"Man City","Paris SG",2.2,2,"Man City",1959.94421387,1974.93762207,5,"Knockout","Penalty",85
"Liverpool","Pogon",7,0,"Liverpool",1993.41796875,1482.17431641,1,"Knockout","",86
"Arsenal","Sporting",6,1,"Arsenal",1993.3404541,1788.60021973,1,"Knockout","",86
"Paris SG","Feyenoord",1,2,"Feyenoord",1974.93762207,1738.36352539,1,"Knockout","",86
"Man City","Hammarby",7,0,"Man City",1959.94421387,1522.63391113,1,"Knockout","",86
"Barcelona","Villarreal",4,2,"Barcelona",1945.43041992,1785.54626465,1,"Knockout","",86
"Real Madrid","Crvena Zvezda",4,1,"Real Madrid",1936.12731934,1580.66638184,1,"Knockout","",86
"Inter","Razgrad",5,1,"Inter",1933.2421875,1472.64929199,1,"Knockout","",86
"Bayern","Dinamo Zagreb",5,0,"Bayern",1918.99780273,1527.02502441,1,"Knockout","",86
"Atletico","Benfica",3,1,"Atletico",1855.34960938,1791.48046875,1,"Knockout","",86
"Leverkusen","Frankfurt",2,5,"Frankfurt",1848.78601074,1745.75793457,1,"Knockout","",86
"Atalanta","Zenit",4,3,"Atalanta",1842.22375488,1654.94470215,1,"Knockout","",86
"Napoli","Brugge",6,3,"Napoli",1838.37182617,1747.07775879,1,"Knockout","",86
"Crystal Palace","Sturm Graz",6,1,"Crystal Palace",1835.04040527,1553.17565918,1,"Knockout","",86
"Roma","St Gillis",3,5,"St Gillis",1819.65991211,1730.55700684,1,"Knockout","",86
"Dortmund","Lyon",1.2,1,"Dortmund",1818.35009766,1744.62866211,1,"Knockout","Penalty",86
"PSV","Strasbourg",2.2,2,"PSV",1797.03527832,1707.00744629,1,"Knockout","Penalty",86
"St Gillis","PSV",2,1,"St Gillis",1730.55700684,1797.03527832,2,"Knockout","",86
"Bayern","Inter",2,4,"Inter",1918.99780273,1933.2421875,2,"Knockout","",86
"Crystal Palace","Liverpool",0,7,"Liverpool",1835.04040527,1993.41796875,2,"Knockout","",86
"Napoli","Barcelona",2,0,"Napoli",1838.37182617,1945.43041992,2,"Knockout","",86
"Arsenal","Man City",3,5,"Man City",1993.3404541,1959.94421387,2,"Knockout","",86
"Dortmund","Feyenoord",4,2,"Dortmund",1818.35009766,1738.36352539,2,"Knockout","",86
"Atalanta","Atletico",5,3,"Atalanta",1842.22375488,1855.34960938,2,"Knockout","",86
"Frankfurt","Real Madrid",2,4,"Real Madrid",1745.75793457,1936.12731934,2,"Knockout","",86
"Dortmund","Napoli",1,2,"Napoli",1818.35009766,1838.37182617,3,"Knockout","",86
"Man City","Atalanta",5,3,"Man City",1959.94421387,1842.22375488,3,"Knockout","",86
"Inter","Real Madrid",3,1,"Inter",1933.2421875,1936.12731934,3,"Knockout","",86
"St Gillis","Liverpool",2,3,"Liverpool",1730.55700684,1993.41796875,3,"Knockout","",86
"Man City","Liverpool",6,1,"Man City",1959.94421387,1993.41796875,4,"Knockout","",86
"Napoli","Inter",3,4,"Inter",1838.37182617,1933.2421875,4,"Knockout","",86
"Man City","Inter",4,3,"Man City",1959.94421387,1933.2421875,5,"Knockout","",86
"Liverpool","Malmoe",7,0,"Liverpool",1993.41796875,1521.03540039,1,"Knockout","",87
"Arsenal","Villarreal",6,3,"Arsenal",1993.3404541,1785.54626465,1,"Knockout","",87
"Paris SG","Sporting",2,2.2,"Sporting",1974.93762207,1788.60021973,1,"Knockout","Penalty",87
"Man City","Feyenoord",4,2,"Man City",1959.94421387,1738.36352539,1,"Knockout","",87
"Barcelona","Brest",5,1,"Barcelona",1945.43041992,1679.1048584,1,"Knockout","",87
"Real Madrid","Bilbao",5,2,"Real Madrid",1936.12731934,1789.30895996,1,"Knockout","",87
"Inter","Slavia Praha",2,0,"Inter",1933.2421875,1694.71618652,1,"Knockout","",87
"Bayern","Jagiellonia",5,1,"Bayern",1918.99780273,1485.85668945,1,"Knockout","",87
"Leverkusen","Freiburg",2,4,"Freiburg",1848.78601074,1684.3404541,1,"Knockout","",87
"Atalanta","Koper",3,0,"Atalanta",1842.22375488,1335.64245605,1,"Knockout","",87
"Napoli","Karabakh Agdam",7,0,"Napoli",1838.37182617,1500.27087402,1,"Knockout","",87
"Dortmund","FC Kobenhavn",0,3,"FC Kobenhavn",1818.35009766,1621.64001465,1,"Knockout","",87
"Brentford","Brugge",5,4,"Brentford",1811.27441406,1747.07775879,1,"Knockout","",87
"Juventus","Monaco",0,4,"Monaco",1805.84667969,1762.12561035,1,"Knockout","",87
"PSV","St Gillis",3,0,"PSV",1797.03527832,1730.55700684,1,"Knockout","",87
